status,price,bedroom,bathroom,carpark,area,type,address,zipcode,house_url,agent_name,agent_position,agent_company,agent_sale,agent_phone,agent_location,agent_url
Sold at auction 14 Oct 2020,1215000,4,2,2,905m²,House,22 Hygeia Parade Ringwood North VIC 3134,3134,https://www.domain.com.au/22-hygeia-parade-ringwood-north-vic-3134-2016526319,Michael Muncey,"Director, Auctioneer",Noel Jones Mitcham,9,03 9872 3995,"554 Whitehorse Road, Mitcham VIC 3132 554 Whitehorse Road, Mitcham VIC 3132 554 Whitehorse Road, Mitcham VIC 3132",https://www.domain.com.au/real-estate-agent/michael-muncey-1736369/
Sold by private treaty 14 Oct 2020,585000,2,1,−,720m²,House,8 Leawarra Street Rye VIC 3941,3941,https://www.domain.com.au/8-leawarra-street-rye-vic-3941-2016511115,Tony Talarico,Property Consultant,YPA Estate Agents Mornington Peninsula,5,0420 778 401,"Shop 3, 2255 Point Nepean Rd, Rye VIC 3941",https://www.domain.com.au/real-estate-agent/tony-talarico-1635209/
Sold by private treaty 14 Oct 2020,290000,,,,420m²,Vacantland,9 Dany Road Pakenham VIC 3810,3810,https://www.domain.com.au/9-dany-road-pakenham-vic-3810-2016224892,Todd McKenna,Managing Director,First National Real Estate Neilson Partners Narre Warren,2,0418 391 182,"1/418 Princes Highway, Narre Warren VIC 3805",https://www.domain.com.au/real-estate-agent/todd-mckenna-1322015/
Sold by private treaty 14 Oct 2020,505000,2,1,1,646m²,House,12 Walsgott Street North Geelong VIC 3215,3215,https://www.domain.com.au/12-walsgott-street-north-geelong-vic-3215-2016328987,Maddison Boothroyd,Sales Consultant,Ray White Lara,13,0412 708 833,"16 Hicks Street, Lara VIC 3212 16 Hicks Street, Lara VIC 3212",https://www.domain.com.au/real-estate-agent/maddison-boothroyd-1219305/
Sold prior to auction 13 Oct 2020,842500,3,2,2,,Townhouse,4/40 Mayfield Street Coburg VIC 3058,3058,https://www.domain.com.au/4-40-mayfield-street-coburg-vic-3058-2016409095,Nazih Abbouchi,Director/Auctioneer,Ray White Coburg,8,0408 588 680,"110 Sydney Road, Coburg VIC 3058 110 Sydney Road, Coburg VIC 3058 110 Sydney Road, Coburg VIC 3058",https://www.domain.com.au/real-estate-agent/nazih-abbouchi-1310837/
Sold by private treaty 14 Oct 2020,700000,2,1,1,,Villa,2/4 Belle Crescent Mordialloc VIC 3195,3195,https://www.domain.com.au/2-4-belle-crescent-mordialloc-vic-3195-2016544663,Damien Murphy,Sales representative,Barry Plant Mordialloc,5,0411 606 163,"582 Main Street, Mordialloc VIC 3195 582 Main Street, Mordialloc VIC 3195",https://www.domain.com.au/real-estate-agent/damien-murphy-1084077/
Sold by private treaty 14 Oct 2020,600000,3,2,2,657m²,House,30 Pentland Drive Narre Warren VIC 3805,3805,https://www.domain.com.au/30-pentland-drive-narre-warren-vic-3805-2016517772,Sharon Dyer,Sales representative,Grant's Estate Agents Narre Warren,5,0417 114 133,"9 Webb Street, Narre Warren VIC 3805",https://www.domain.com.au/real-estate-agent/sharon-dyer-996269/
Sold by private treaty 14 Oct 2020,380000,,,,,Vacantland,17 Troups Creek Promenade Narre Warren VIC 3805,3805,https://www.domain.com.au/17-troups-creek-promenade-narre-warren-vic-3805-2016484466,Javid Zada,,Barry Plant Narre Warren,,, ,https://www.domain.com.au/real-estate-agencies/barryplantnarrewarren-17478/
Sold by private treaty 14 Oct 2020,847000,3,1,2,,House,18 Shellard Street Newport VIC 3015,3015,https://www.domain.com.au/18-shellard-street-newport-vic-3015-2016479255,Sam Wilson,Senior Sales Consultant,Greg Hocking Elly Partners,4,0404 865 018,"84 Ferguson Street, Williamstown VIC 3016 84 Ferguson Street, Williamstown VIC 3016 84 Ferguson Street, Williamstown VIC 3016",https://www.domain.com.au/real-estate-agent/sam-wilson-1650674/
Sold at auction 14 Oct 2020,1465000,4,1,1,,House,132 Mitchell Street Northcote VIC 3070,3070,https://www.domain.com.au/132-mitchell-street-northcote-vic-3070-2016394607,Luke Sacco,Sales representative,Nelson Alexander Northcote,17,0407 528 040,"119 High Street, Northcote VIC 3070 119 High Street, Northcote VIC 3070 119 High Street, Northcote VIC 3070",https://www.domain.com.au/real-estate-agent/luke-sacco-717441/
Sold by private treaty 14 Oct 2020,301000,,,,284m²,Vacantland,4 Coalport Rise Officer VIC 3809,3809,https://www.domain.com.au/4-coalport-rise-officer-vic-3809-2016346713,Matt Clark,Sales representative,First National Real Estate Neilson Partners Pakenham,2,0417 411 883,"130 Main St, Pakenham VIC 3810",https://www.domain.com.au/real-estate-agent/matt-clark-1325957/
Sold by private treaty 13 Oct 2020,642000,2,1,1,,Apartment/Unit/Flat,2/22 Follett Road Cheltenham VIC 3192,3192,https://www.domain.com.au/2-22-follett-road-cheltenham-vic-3192-2016487054,Andrew Sinclair,Property Consultant,Hodges Real Estate Mentone,10,0438 377 377,"44 Florence Street, Mentone VIC 3194 44 Florence Street, Mentone VIC 3194 44 Florence Street, Mentone VIC 3194",https://www.domain.com.au/real-estate-agent/andrew-sinclair-1709360/
Sold by private treaty 13 Oct 2020,552500,4,2,2,709m²,House,14 Highmont Drive Belmont VIC 3216,3216,https://www.domain.com.au/14-highmont-drive-belmont-vic-3216-2016471484,Andrew Crowhurst,Sales representative,Hayeswinckle Newtown,10,0417 871 380,"2/318 Pakington Street, Newtown VIC 3220 2/318 Pakington Street, Newtown VIC 3220",https://www.domain.com.au/real-estate-agent/andrew-crowhurst-1405022/
Sold by private treaty 13 Oct 2020,801000,3,2,2,,House,5A Anne Street Berwick VIC 3806,3806,https://www.domain.com.au/5a-anne-street-berwick-vic-3806-2016477250,Sharon McMillan,Sales representative,OBrien Real Estate Berwick,3,0417 755 517,"56-58 High St, Berwick VIC 3806 56-58 High St, Berwick VIC 3806 56-58 High St, Berwick VIC 3806",https://www.domain.com.au/real-estate-agent/sharon-mcmillan-980835/
Sold by private treaty 14 Oct 2020,532000,4,2,2,,House,6 Norton Street Wollert VIC 3750,3750,https://www.domain.com.au/6-norton-street-wollert-vic-3750-2016270958,Ravi Kapoor,Sales representative,Bombay Real Estate Pty Ltd,58,0432 864 944,"244 Epping Road, Wollert VIC 3750",https://www.domain.com.au/real-estate-agent/ravi-kapoor-1376121/
Sold by private treaty 14 Oct 2020,460000,3,2,1,238m²,House,55 Dover Street Truganina VIC 3029,3029,https://www.domain.com.au/55-dover-street-truganina-vic-3029-2016227213,Dhaval Mehta,Sales representative,Ray White Truganina,11,0430 544 155,"Shop 6, 211 Leakes Road, Truganina VIC 3029 Shop 6, 211 Leakes Road, Truganina VIC 3029",https://www.domain.com.au/real-estate-agent/dhaval-mehta-1701275/
Sold by private treaty 13 Oct 2020,412000,2,1,2,344m²,House,1/4 Melrose Street Lara VIC 3212,3212,https://www.domain.com.au/1-4-melrose-street-lara-vic-3212-2016473556,Karen Branch,Director,Lara Branch Realty,12,0412 664 914,"22 Hicks Rd, Lara VIC 3212",https://www.domain.com.au/real-estate-agent/karen-branch-1648352/
Sold by private treaty 14 Oct 2020,415000,1,1,1,,Apartment/Unit/Flat,508a/33 Inkerman Street St Kilda VIC 3182,3182,https://www.domain.com.au/508a-33-inkerman-street-st-kilda-vic-3182-2016497899,Max Hui,Residential Sales,Ray White Southbank & Port Phillip,8,0430 238 021,"111 Clarendon Street, Southbank VIC 3006 111 Clarendon Street, Southbank VIC 3006",https://www.domain.com.au/real-estate-agent/max-hui-1760239/
Sold by private treaty 14 Oct 2020,403000,3,1,1,276m²,House,6 Village Avenue Taylors Lakes VIC 3038,3038,https://www.domain.com.au/6-village-avenue-taylors-lakes-vic-3038-2016330368,Lorry Colussi,Premier Sales Executive - Licensee In Charge,Ray White Taylors Lakes,2,0418 337 751,"Shop 1, Shoppers Lane, Taylors Lakes VIC 3038 Shop 1, Shoppers Lane, Taylors Lakes VIC 3038",https://www.domain.com.au/real-estate-agent/lorry-colussi-1774854/
Sold by private treaty 14 Oct 2020,425000,2,1,1,,Apartment/Unit/Flat,4/2 Gordon Street Tullamarine VIC 3043,3043,https://www.domain.com.au/4-2-gordon-street-tullamarine-vic-3043-2016111181,Jane Skinner,,Walshe & Whitelock Pty Ltd,,, ,https://www.domain.com.au/real-estate-agencies/walshewhitelockptyltd-29046/
Sold by private treaty 14 Oct 2020,1420000,3,2,1,,House,14B Bayview Street Williamstown VIC 3016,3016,https://www.domain.com.au/14b-bayview-street-williamstown-vic-3016-2016517996,Rosemary Jamonts,Director,Raine & Horne Williamstown,6,0405 535 434,"38 Ferguson Street, Williamstown VIC 3016 38 Ferguson Street, Williamstown VIC 3016 38 Ferguson Street, Williamstown VIC 3016",https://www.domain.com.au/real-estate-agent/rosemary-jamonts-1294358/
Sold at auction 13 Oct 2020,830000,3,2,2,,Townhouse,62 Browning Street Kingsbury VIC 3083,3083,https://www.domain.com.au/62-browning-street-kingsbury-vic-3083-2016372435,George Gimelli,Projects,Ray White Preston,35,0405 996 420,"363 High Street, Preston VIC 3072 363 High Street, Preston VIC 3072",https://www.domain.com.au/real-estate-agent/george-gimelli-1346675/
Sold by private treaty 13 Oct 2020,675000,3,2,1,653m²,House,65 Long Street Langwarrin VIC 3910,3910,https://www.domain.com.au/65-long-street-langwarrin-vic-3910-2016422621,Darren Eichenberger,Senior Sales Consultant,Stockdale & Leggo Langwarrin,10,0419 874 279,"Shop 1, Gateway S/Village Cnr Cranbourne Road & South Gateway, Langwarrin VIC 3910 Shop 1, Gateway S/Village Cnr Cranbourne Road & South Gateway, Langwarrin VIC 3910",https://www.domain.com.au/real-estate-agent/darren-eichenberger-1560895/
Sold by private treaty 13 Oct 2020,1187500,3,2,2,753m²,House,33 Victory Way Highton VIC 3216,3216,https://www.domain.com.au/33-victory-way-highton-vic-3216-2016262267,Adam Natonewski,Selling Principal ,Ray White Highton,27,0419 611 121,"75 Barrabool Rd, Highton VIC 3216 75 Barrabool Rd, Highton VIC 3216",https://www.domain.com.au/real-estate-agent/adam-natonewski-962155/
Sold at auction 13 Oct 2020,2120000,4,3,2,,House,30 Salisbury Avenue Ivanhoe VIC 3079,3079,https://www.domain.com.au/30-salisbury-avenue-ivanhoe-vic-3079-2016429582,Paula Beavis,Sales Consultant,Jellis Craig Northcote,6,0407 267 366,"427-431 High Street, Northcote VIC 3070 427-431 High Street, Northcote VIC 3070 427-431 High Street, Northcote VIC 3070",https://www.domain.com.au/real-estate-agent/paula-beavis-1466875/
Sold by private treaty 13 Oct 2020,620000,3,2,2,,House,37 Zodiac Way Fraser Rise VIC 3336,3336,https://www.domain.com.au/37-zodiac-way-fraser-rise-vic-3336-2016554999,Aashish Mann,Sales representative,THE ELEET,15,0430 122 633,"Suite 1 9-12 Federation Way, Caroline Springs VIC 3023",https://www.domain.com.au/real-estate-agent/aashish-mann-1675849/
Sold prior to auction 13 Oct 2020,660000,4,2,2,481m²,House,46 Manderston Avenue Derrimut VIC 3026,3026,https://www.domain.com.au/46-manderston-avenue-derrimut-vic-3026-2016533002,Adriano Persichetti,Sales Director  / Licensed Estate Agent / Auctioneer,My Agent Real Estate,7,0402 055 437,"Level 5, 21 Victoria Street, Melbourne VIC 3000 Level 5, 21 Victoria Street, Melbourne VIC 3000",https://www.domain.com.au/real-estate-agent/adriano-persichetti-1600310/
Sold prior to auction 13 Oct 2020,600000,3,2,2,,House,51 Goldminers Place Epping VIC 3076,3076,https://www.domain.com.au/51-goldminers-place-epping-vic-3076-2016439911,Harry Banga,,SKAD REAL ESTATE THOMASTOWN,,, ,https://www.domain.com.au/real-estate-agencies/skadrealestatethomastown-30016/
Sold by private treaty 13 Oct 2020,550000,4,1,2,566m²,House,4 Abor Court Frankston VIC 3199,3199,https://www.domain.com.au/4-abor-court-frankston-vic-3199-2016408210,Daniel Condon,Sales Agent,Ray White Frankston,8,0438 866 486,"36 Playne Street, Frankston VIC 3199 36 Playne Street, Frankston VIC 3199 36 Playne Street, Frankston VIC 3199",https://www.domain.com.au/real-estate-agent/daniel-condon-937175/
Sold by private treaty 13 Oct 2020,715000,2,1,2,,Townhouse,3/65 Evelyn Road Ringwood North VIC 3134,3134,https://www.domain.com.au/3-65-evelyn-road-ringwood-north-vic-3134-2016403762,Paul Leydin,Sales representative,Noel Jones Blackburn,7,0408 741 237,"67 - 69 Railway Road, Blackburn VIC 3130 67 - 69 Railway Road, Blackburn VIC 3130",https://www.domain.com.au/real-estate-agent/paul-leydin-1615937/
Sold by private treaty 13 Oct 2020,1766000,5,3,6,"7,129m²",House,438 Reynolds Road Research VIC 3095,3095,https://www.domain.com.au/438-reynolds-road-research-vic-3095-2016103696,Ben Flannagan,Director & Auctioneer,McGrath Greensborough | Eltham,12,0403 591 678,"Shop 3, Ground Level, 68 Main Street, Greensborough VIC 3088",https://www.domain.com.au/real-estate-agent/ben-flannagan-1433002/
Sold by private treaty 13 Oct 2020,770000,3,2,2,307m²,House,19 Blue Water Drive Mount Martha VIC 3934,3934,https://www.domain.com.au/19-blue-water-drive-mount-martha-vic-3934-2016381990,Trent Cameron,Sales representative,Warlimont & Nutt Pty Ltd,9,03 5974 1401,"30 Lochiel Avenue, Mount Martha VIC 3934 30 Lochiel Avenue, Mount Martha VIC 3934",https://www.domain.com.au/real-estate-agent/trent-cameron-1461413/
Sold by private treaty 13 Oct 2020,1685000,3,2,2,12.55ha,House,35 Brassey Court Mickleham VIC 3064,3064,https://www.domain.com.au/35-brassey-court-mickleham-vic-3064-2016178377,Vic Spano Junior,"Director, Licensed Estate Agent, B.Bus",Real Estate City,14,0400 660 020,"Shop 26, Craigieburn Plaza, Craigieburn VIC 3064 Shop 26, Craigieburn Plaza, Craigieburn VIC 3064",https://www.domain.com.au/real-estate-agent/vic-spano-junior-1082919/
Sold by private treaty 13 Oct 2020,350000,3,1,2,685m²,House,8 Bryan Court Melton VIC 3337,3337,https://www.domain.com.au/8-bryan-court-melton-vic-3337-2016282417,Russell Parker,Sales representative,First National Real Estate Melton,3,0418 349 931,"311 High St, Melton VIC 3337",https://www.domain.com.au/real-estate-agent/russell-parker-1639858/
Sold by private treaty 13 Oct 2020,944500,4,1,3,520m²,House,72 Benbow Street Yarraville VIC 3013,3013,https://www.domain.com.au/72-benbow-street-yarraville-vic-3013-2016425496,Adam Welling,Sales representative,hockingstuart Yarraville,4,0434 838 830,"33 Ballarat Street, Yarraville VIC 3013 33 Ballarat Street, Yarraville VIC 3013",https://www.domain.com.au/real-estate-agent/adam-welling-1734336/
Sold by private treaty 12 Oct 2020,1290000,3,1,2,479m²,House,88 The Parade Ascot Vale VIC 3032,3032,https://www.domain.com.au/88-the-parade-ascot-vale-vic-3032-2016521533,Christian Lonzi,Licensed Estate Agent & Auctioneer,Jellis Craig Kensington,1,0403 344 279,"291 Racecourse Rd, Kensington VIC 3031 291 Racecourse Rd, Kensington VIC 3031",https://www.domain.com.au/real-estate-agent/christian-lonzi-1650244/
Sold by private treaty 12 Oct 2020,505000,3,2,3,776m²,House,6 Cashmore Court Bacchus Marsh VIC 3340,3340,https://www.domain.com.au/6-cashmore-court-bacchus-marsh-vic-3340-2016479447,Lucas Ekerbicer,Sales representative,YPA Estate Agents Bacchus Marsh,9,0418 465 892,"4/8 Church Street, Bacchus Marsh VIC 3340 4/8 Church Street, Bacchus Marsh VIC 3340",https://www.domain.com.au/real-estate-agent/lucas-ekerbicer-1518035/
Sold by private treaty 12 Oct 2020,600000,3,2,2,560m²,House,2 Barrington Court Baxter VIC 3911,3911,https://www.domain.com.au/2-barrington-court-baxter-vic-3911-2016509874,Tamara Doubovtzeff,Sales Agent,Ray White Frankston,1,0400 851 539,"36 Playne Street, Frankston VIC 3199 36 Playne Street, Frankston VIC 3199 36 Playne Street, Frankston VIC 3199",https://www.domain.com.au/real-estate-agent/tamara-doubovtzeff-1773095/
Sold by private treaty 13 Oct 2020,296000,,,,448m²,Vacantland,5 HANSEN ROAD Wyndham Vale VIC 3024,3024,https://www.domain.com.au/5-hansen-road-wyndham-vale-vic-3024-2016442593,Mandeep Tyagi,Sales,Ray White Tarneit,7,0433 769 496,"Shop 20 / 540 Derrimut Road Tarneit Central Shopping Centre, Tarneit VIC 3029 Shop 20 / 540 Derrimut Road Tarneit Central Shopping Centre, Tarneit VIC 3029",https://www.domain.com.au/real-estate-agent/mandeep-tyagi-1769063/
Sold by private treaty 13 Oct 2020,551000,4,2,2,520m²,House,92 King  Street Wallan VIC 3756,3756,https://www.domain.com.au/92-king-street-wallan-vic-3756-2016479200,Brian Fleming,Sales representative,Stuart Lauder Real Estate Broadford,8,0439 001 705,"PO Box 105, Broadford VIC 3658",https://www.domain.com.au/real-estate-agent/brian-fleming-1444317/
Sold at auction 13 Oct 2020,459000,3,1,2,542m²,House,10 Iluka Drive Werribee VIC 3030,3030,https://www.domain.com.au/10-iluka-drive-werribee-vic-3030-2016507669,Valentina Parra,Sales Agent,Ray White Werribee,1,0421 145 425,"65 Watton Street, Werribee VIC 3030 65 Watton Street, Werribee VIC 3030 65 Watton Street, Werribee VIC 3030",https://www.domain.com.au/real-estate-agent/valentina-parra-1630710/
Sold by private treaty 13 Oct 2020,218000,,,,345m²,Vacantland,42 Miranda Crescent St Leonards VIC 3223,3223,https://www.domain.com.au/42-miranda-crescent-st-leonards-vic-3223-2016352824,Paul Sayers,Sales representative,LJ Hooker St Leonards,22,0499 322 301,"1389 Murradoc Rd, St Leonards VIC 3223 1389 Murradoc Rd, St Leonards VIC 3223",https://www.domain.com.au/real-estate-agent/paul-sayers-1245919/
Sold by private treaty 13 Oct 2020,243000,,,,,Vacantland,3 Taurus Avenue Truganina VIC 3029,3029,https://www.domain.com.au/3-taurus-avenue-truganina-vic-3029-2016257879,Rajesh Kumar,Sales - Area Manager,Ray White Tarneit,9,0433 240 392,"Shop 20 / 540 Derrimut Road Tarneit Central Shopping Centre, Tarneit VIC 3029 Shop 20 / 540 Derrimut Road Tarneit Central Shopping Centre, Tarneit VIC 3029",https://www.domain.com.au/real-estate-agent/rajesh-kumar-1321509/
Sold by private treaty 13 Oct 2020,830000,4,2,2,666m²,House,11 Ophir Avenue Ventnor VIC 3922,3922,https://www.domain.com.au/11-ophir-avenue-ventnor-vic-3922-2016507599,Michael Wilkinson,Property Consultant,OBrien Real Estate Judith Wright,3,0439 783 294,"52-54 Thompson Avenue, Cowes VIC 3922 52-54 Thompson Avenue, Cowes VIC 3922",https://www.domain.com.au/real-estate-agent/michael-wilkinson-1755067/
Sold by private treaty 13 Oct 2020,690000,,,,790m²,Vacantland,273 Princes Highway Werribee VIC 3030,3030,https://www.domain.com.au/273-princes-highway-werribee-vic-3030-2016286048,Darren Dodd,Sales representative,First National Westwood ,17,0419 365 947,"1 Synnot Street, Werribee VIC 3030 1 Synnot Street, Werribee VIC 3030 1 Synnot Street, Werribee VIC 3030",https://www.domain.com.au/real-estate-agent/darren-dodd-1560932/
Sold by private treaty 13 Oct 2020,427000,3,1,1,,Townhouse,17 Pace Circuit South Morang VIC 3752,3752,https://www.domain.com.au/17-pace-circuit-south-morang-vic-3752-2016517519,Mark Lombardo,Sales representative,Ristic Real Estate,3,0421 320 983,"Shops 2 and 6, 772-780 High Street, Epping VIC 3076 Shops 2 and 6, 772-780 High Street, Epping VIC 3076",https://www.domain.com.au/real-estate-agent/mark-lombardo-1720733/
Sold by private treaty 13 Oct 2020,380000,1,1,1,,Apartment/Unit/Flat,10/25 Brighton Road St Kilda VIC 3182,3182,https://www.domain.com.au/10-25-brighton-road-st-kilda-vic-3182-2016533963,Josh Stirling,Principal,McGrath St Kilda,17,0432 071 806,"168 Carlisle Street, St Kilda VIC 3182 168 Carlisle Street, St Kilda VIC 3182 168 Carlisle Street, St Kilda VIC 3182",https://www.domain.com.au/real-estate-agent/josh-stirling-891790/
